12  31.157152778  121.815977778       20    11150    25      0.000  IHL ZSPD ZS PUDONG DME-ILS
12  31.152463889  121.785544444       36    11110    25      0.000  IKM ZSPD ZS PUDONG DME-ILS
12  31.158163889  121.785711111       26    11070    25      0.000  IPD ZSPD ZS PUDONG DME-ILS
12  31.129922222  121.826244444       23    10890    25      0.000  IPR ZSPD ZS PUDONG DME-ILS
12  36.277886111  120.369386111       49    11070    25      0.000  INX ZSQD ZS LIUTING DME-ILS
12  36.253583333  120.377041667       49    11170    25      0.000  IPP ZSQD ZS LIUTING DME-ILS
12  24.804369444  118.595355556       33    10870    25      0.000  IJZ ZSQZ ZS JINJIANG DME-ILS
12  31.207597222  121.333183333       32    11090    25      0.000  IHQ ZSSS ZS HONGQIAO DME-ILS
12  29.738333333  118.247408333      463    10830    25      0.000  IWS ZSTX ZS TUNXI DME-ILS
12  37.195475000  122.230963889      159    11070    25      0.000  IQC ZSWH ZS DASHUIPO DME-ILS
12  31.507891667  120.436450000       25    10890    25      0.000  IFS ZSWX ZS SHUOFANG DME-ILS
12  27.897763889  120.847069444       39    11030    25      0.000  IKN ZSWZ ZS LONGWAN DME-ILS
12  32.555822222  119.723172222       33    11010    25      0.000  ISZ ZSYA ZS TAIZHOU DME-ILS
12  33.435352778  120.213702778       23    11130    25      0.000  IYC ZSYN ZS NANYANG DME-ILS
12  37.669938889  120.988086111      161    10850    25      0.000  IYT ZSYT ZS PENGLAI DME-ILS
12  29.332416667  120.029030556      285    11170    25      0.000  IZX ZSYW ZS YIWU DME-ILS
12  29.708794444  106.643408333     1365    10890    25      0.000  IJC ZUCK ZU JIANGBEI DME-ILS
12  26.526897222  106.800330556     3740    11110    25      0.000  IGG ZUGY ZU LONGDONGBAO DME-ILS
12  29.299308333   90.929600000    11729    11030    25      0.000  ISS ZULS ZU GONGGAR DME-ILS
12  30.591316667  103.951605556     1640    10910    25      0.000  IAA ZUUU ZU SHUANGLIU DME-ILS
12  27.975875000  102.183733333     5115    10930    25      0.000  IGO ZUXC ZU QINGSHAN DME-ILS
12  39.544291667   76.035097222     4544    11110    25      0.000  ILL ZWSH ZW KASHI DME-ILS
12  39.542727778   76.004597222     4554    10990    25      0.000  IXX ZWSH ZW KASHI DME-ILS
12  37.033433333   79.876844444     4708    11030    25      0.000  IRB ZWTN ZW HOTAN DME-ILS
12  43.904358333   87.456263889     2139    10970    25      0.000  IOY ZWWW ZW DIWOPU DME-ILS
12  43.989761111  125.672305556      722    10930    25      0.000  IDD ZYCC ZY LONGJIA DME-ILS
12  44.532380556  129.575880556      863    10890    25      0.000  IQM ZYMD ZY HAILANG DME-ILS
12  38.965466667  121.525333333      125    10910    25      0.000  IZF ZYTL ZY ZHOUSHUIZI DME-ILS
12  41.646905556  123.496108333      217    11030    25      0.000  IKY ZYTX ZY TAOXIAN DME-ILS
