1302 datum_lat 21.975
1302 datum_lon 100.761666667
1302 faa_code
1302 gui_label 3D
1302 iata_code JHG
1302 icao_code ZPJH

1302 country China
1302 datum_lat 29.101666667
1302 datum_lon 110.445
1302 faa_code
1302 gui_label 3D
1302 iata_code DYG
1302 icao_code ZGDY

1302 country China
1302 datum_lat 49.205
1302 datum_lon 119.826666667
1302 faa_code
1302 gui_label 3D
1302 iata_code HLD
1302 icao_code ZBLA

1302 country China
1302 datum_lat 31.986666667
1302 datum_lon 116.975
1302 faa_code
1302 gui_label 2D
1302 iata_code HFE
1302 icao_code ZSOF

1302 country China
1302 datum_lat 29.826666667
1302 datum_lon 121.463333333
1302 faa_code
1302 gui_label 3D
1302 iata_code NGB
1302 icao_code ZSNB

1302 country China
1302 datum_lat 24.545
1302 datum_lon 118.126666667
1302 faa_code
1302 gui_label 3D
1302 iata_code XMN
1302 icao_code ZSAM

1302 country China
1302 datum_lat 25.105
1302 datum_lon 102.941666667
1302 faa_code
1302 gui_label 3D
1302 iata_code KMG
1302 icao_code ZPPP

1302 country China
1302 datum_lat 44.523333333
1302 datum_lon 129.57
1302 faa_code
1302 gui_label 3D
1302 iata_code MDG
1302 icao_code ZYMD

1302 country China
1302 datum_lat 41.615277778
1302 datum_lon 86.141666667
1302 faa_code
1302 gui_label 3D
1302 iata_code KRL
1302 icao_code ZWKL

1302 country China
1302 datum_lat 31.633611111
1302 datum_lon 110.338055556
1302 faa_code
1302 gui_label 3D
1302 iata_code HPG
1302 icao_code ZHSN

1302 country China
1302 datum_lat 26.536666667
1302 datum_lon 106.8
1302 faa_code
1302 gui_label 2D
1302 iata_code KWE
1302 icao_code ZUGY

1302 country China
1302 datum_lat 18.301666667
1302 datum_lon 109.413333333
1302 faa_code
1302 gui_label 3D
1302 iata_code SYX
1302 icao_code ZJSY

1302 country China
1302 datum_lat 36.265
1302 datum_lon 120.373333333
1302 faa_code
1302 gui_label 3D
1302 iata_code TAO
1302 icao_code ZSQD

1302 country China
1302 datum_lat 25.933333333
1302 datum_lon 119.665
1302 faa_code
1302 gui_label 3D
1302 iata_code FOC
1302 icao_code ZSFZ

1302 country China
1302 datum_lat 36.858333333
1302 datum_lon 117.215
1302 faa_code
1302 gui_label 3D
1302 iata_code TNA
1302 icao_code ZSJN

1302 country China
1302 datum_lat 39.545
1302 datum_lon 76.021666667
1302 faa_code
1302 gui_label 3D
1302 iata_code KHG
1302 icao_code ZWSH

1302 country China
1302 datum_lat 36.4
1302 datum_lon 94.788505556
1302 faa_code
1302 gui_label 2D
1302 iata_code GOQ
1302 icao_code ZLGM

1302 country China
1302 datum_lat 33.79
1302 datum_lon 119.123333333
1302 faa_code
1302 gui_label 3D
1302 iata_code HIA
1302 icao_code ZSSH

1302 country China
1302 datum_lat 31.145
1302 datum_lon 121.793333333
1302 faa_code
1302 gui_label 3D
1302 iata_code PVG
1302 icao_code ZSPD

1302 country China
1302 datum_lat 30.320555556
1302 datum_lon 109.485277778
1302 faa_code
1302 gui_label 3D
1302 iata_code ENH
1302 icao_code ZHES

1302 country China
1302 datum_lat 30.228333333
1302 datum_lon 120.431666667
1302 faa_code
1302 gui_label 3D
1302 iata_code HGH
1302 icao_code ZSHC

1302 country China
1302 datum_lat 38.32
1302 datum_lon 106.393333333
1302 faa_code
1302 gui_label 3D
1302 iata_code INC
1302 icao_code ZLIC

1302 country China
1302 datum_lat 40.848333333
1302 datum_lon 111.823333333
1302 faa_code
1302 gui_label 3D
1302 iata_code HET
1302 icao_code ZBHH

1302 country China
1302 datum_lat 22.61
1302 datum_lon 108.173333333
1302 faa_code
1302 gui_label 3D
1302 iata_code NNG
1302 icao_code ZGNN

1302 country China
1302 datum_lat 39.665
1302 datum_lon 119.06
1302 faa_code
1302 gui_label 3D
1302 iata_code BPE
1302 icao_code ZBDH

1302 country China
1302 datum_lat 26.678333333
1302 datum_lon 100.246666667
1302 faa_code
1302 gui_label 3D
1302 iata_code LJG
1302 icao_code ZPLJ
